spec_id,product,original_path,recovery_output_path,output_path_class,nearest_agents_file,target_product_agents_file,repository_write_authority_result,writing_wave,dispatch_state
TS-AHP-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,0,RECOVERY_AUTHORIZED_WAVE_0
TS-AIR-001,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-001.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,0,RECOVERY_AUTHORIZED_WAVE_0
TS-REL-001,Program Control,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-001.md,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,0,RECOVERY_AUTHORIZED_WAVE_0
TS-AHP-002,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-002.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,1,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-002,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-002.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,1,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-004,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-004.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-004.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,1,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-003,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-003.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,2,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-007,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-007.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-007.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,2,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-005,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-005.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-005.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,2,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-008,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-008.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-008.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,3,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-014,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-014.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-014.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,3,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-006,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-006.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-006.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,3,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-013,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-013.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-013.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,3,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-SKL-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SKL-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SKL-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,3,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-009,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-009.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-009.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,4,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-001,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-001.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,4,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-007,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-007.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-007.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,5,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-002,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-002.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,5,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-003,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-003.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,5,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-006,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-006.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-006.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,6,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-004,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-004.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-004.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,7,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-011,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-011.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-011.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,8,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-INT-005,Interview Expression,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-005.md,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-005.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,8,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-015,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-015.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-015.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,9,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-016,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-016.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-016.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,10,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-003,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-003.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,11,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-017,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-017.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-017.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,11,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-019,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-019.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-019.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-ANI-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-ANI-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-ANI-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-DEL-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-DEL-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-DEL-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-EVAL-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-STA-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-STA-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-STA-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,12,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-002,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-002.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-004,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-004.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-004.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-RET-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-RET-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-RET-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VAE-BOUND-001,Visual Asset Editor,02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-BOUND-001.md,CMF_PROGRAM_CONTROL/03_PROGRAM_STATUS/V2_1_SPEC_WRITING_RECOVERY/cross-product-proposals/TS-VAE-BOUND-001.md,PROGRAM_CONTROL_CROSS_PRODUCT_PROPOSAL,NONE_PROGRAM_CONTROL_PROPOSAL_PATH,02_VISUAL_ASSET_EDITOR/AGENTS.md,PASS_PROGRAM_CONTROL_PROPOSAL_ONLY_TARGET_PRODUCT_UNMODIFIED,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-EVAL-002,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-002.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAR-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-CAR-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-CAR-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-SPV-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SPV-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SPV-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,13,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-003,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-003.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,14,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-005,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-005.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-005.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,14,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-004,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-004.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-004.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,15,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-006,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-006.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-006.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,15,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-EVAL-003,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-003.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,15,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-005,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-005.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-005.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,16,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-007,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-007.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-007.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,16,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-001,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-001.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,16,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-VID-006,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-006.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-006.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,17,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-002,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-002.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,17,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-BATCH-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-BATCH-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-BATCH-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,18,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-003,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-003.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-003.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,18,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-004,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-004.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-004.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,19,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-018,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-018.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-018.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,19,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-REL-002,Program Control,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-002.md,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-002.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,19,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-005,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-005.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-005.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,20,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AIR-020,Activative Intelligence Runtime,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-020.md,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-020.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,20,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-CAS-006,Conscious Activations Studio,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-006.md,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-006.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,21,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-PM-001,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-PM-001.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-PM-001.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,21,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
TS-AHP-008,Atomic Harness Pipeline,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-008.md,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-008.md,DIRECT_PRODUCT_SPEC_PATH,NONE,NONE,PASS_EXPLICIT_PROMPT02_AND_PROMPT02C_SPECIFICATION_PATH_AUTHORIZATION,22,RECOVERY_VALID_WAITING_FOR_UPSTREAM_DRAFTS
