requirement_id,type,feature_id,title,decisions,user_journeys,cross_cutting_nfrs,source_file
FR-100,FR,F10,Bind exact versions and hashes,D018;D021,UJ-08,NFR-REL-001;NFR-PERF-002;NFR-PERF-003;NFR-TRACE-003;NFR-PORT-002,prd/05-features/F10-skill-composition-jit-capsules.md
FR-101,FR,F10,Treat capsules as ephemeral phase-local artifacts,D017;D020,UJ-07,NFR-REL-001;NFR-PERF-002;NFR-PERF-003;NFR-TRACE-003;NFR-PORT-002,prd/05-features/F10-skill-composition-jit-capsules.md
FR-102,FR,F10,Preserve deterministic assembly and bounded stochastic execution,D012;D018;D033,UJ-05;UJ-07,NFR-REL-001;NFR-PERF-002;NFR-PERF-003;NFR-TRACE-003;NFR-PORT-002,prd/05-features/F10-skill-composition-jit-capsules.md
FR-103,FR,F11,Evaluate every skill-system layer,D021;D026,UJ-08,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-104,FR,F11,Require a no-guidance control,D021,UJ-08,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-105,FR,F11,Run repeated fresh-context trials,D021;D024,UJ-08;UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-106,FR,F11,"Generate positive, adversarial, missing-evidence, and pressure cases",D021;D023,UJ-08,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-107,FR,F11,Promote maturity only through stored receipts,D021;D027,UJ-08,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-108,FR,F11,Verify evaluated artifact identity,D021,UJ-08,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-109,FR,F11,Maintain a staged benchmark portfolio,D022;D032,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-110,FR,F11,Maintain a layered versioned benchmark corpus,D023,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-111,FR,F11,Generate controlled mutation tests,D023,UJ-02;UJ-03;UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-112,FR,F11,Protect release-gate benchmark integrity,D023;D024,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-113,FR,F11,Score independent quality dimensions,D024,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-114,FR,F11,Enforce hard release gates,D024;D033,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-115,FR,F11,Report repeated-run stability,D024,UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-116,FR,F11,Ingest downstream implementation and harness results,D003;D022;D028,UJ-11;UJ-12,NFR-EVAL-001;NFR-EVAL-002;NFR-EVAL-003;NFR-EVAL-004;NFR-TRACE-003,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-117,FR,F12,Show a run overview,D025,UJ-01;UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-118,FR,F12,Render the Phase and Context Graphs,D013;D025,UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-119,FR,F12,Expose evidence and visual understanding,D007;D025,UJ-02;UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-120,FR,F12,Expose Genesis decisions and authority,D010;D025,UJ-04;UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-121,FR,F12,"Expose skills, recipes, and capsules",D017;D018;D021;D025,UJ-08;UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-122,FR,F12,Expose contracts and module ownership,D014;D015;D025,UJ-05;UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-123,FR,F12,Expose evaluations and repair history,D024;D025;D026,UJ-09;UJ-10,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-124,FR,F12,"Track cost, latency, and context usage",D020;D024;D025,UJ-07;UJ-12,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-125,FR,F12,Provide governed human actions,D002;D025;D027,UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-126,FR,F12,Prevent the UI from becoming a second source of truth,D011;D025;D033,UJ-09,NFR-OBS-001;NFR-OBS-002;NFR-OBS-003;NFR-UX-001;NFR-UX-002,prd/05-features/F12-harness-control-tower.md
FR-127,FR,F13,Define a typed failure taxonomy,D026,UJ-09;UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-128,FR,F13,Require root-cause investigation before repair,D026,UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-129,FR,F13,Compile a Repair and Invalidation Graph,D026,UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-130,FR,F13,Preserve unaffected upstream state,D026;D033,UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-131,FR,F13,Rerun targeted regression suites,D021;D026,UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-132,FR,F13,Escalate repeated or constitutional failures,D002;D026,UJ-09;UJ-10,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-133,FR,F13,Evaluate an evidence-backed readiness gate,D003;D027,UJ-11,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-134,FR,F13,Issue typed authorization outcomes,D027,UJ-11,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-135,FR,F13,Govern prototype-only authorization,D027;D032,UJ-11;UJ-12,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-136,FR,F13,Generate immutable readiness and authorization receipts,D021;D027;D029,UJ-11,NFR-REL-004;NFR-TRACE-003;NFR-EVAL-003;NFR-OBS-002;NFR-SEC-001,prd/05-features/F13-repair-readiness-authorization.md
FR-137,FR,F14,Define a constitution-complete Shared Activative Core,D030,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-138,FR,F14,Insert a mandatory category layer,D030;D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-139,FR,F14,Support five canonical categories,D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-140,FR,F14,Govern versioned category constitutions,D031,UJ-06;UJ-12,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-141,FR,F14,Support category-local format profiles,D030;D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-142,FR,F14,Represent the edited-video format mapping,D030;D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-143,FR,F14,Represent Format 02 under 2D Character Animation,D030;D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-144,FR,F14,Compile 2D character-performance registries,D030;D031,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-145,FR,F14,Use category-specific syntax parsing,D007;D030;D031,UJ-02;UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-146,FR,F14,"Use category-specific temporal, conversational, and sequence parsing",D030;D031,UJ-02;UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-147,FR,F14,Compile category-adapted Activative Sequencing Intelligence,D030,UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-148,FR,F14,"Compile category-owned runtime, evaluation, and repair rules",D031,UJ-06;UJ-10,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-149,FR,F14,Preserve atomic creative ownership,D008;D030;D033,UJ-03;UJ-06,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-150,FR,F14,Govern category and profile migration,D031,UJ-06;UJ-12,NFR-CAT-001;NFR-CAT-002;NFR-CAT-003;NFR-EVAL-004;NFR-PORT-002,prd/05-features/F14-format-categories-sequencing.md
FR-151,FR,F15,Generate a versioned Development Capsule,D029,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-152,FR,F15,Maintain requirement-to-artifact traceability,D011;D029,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-153,FR,F15,Generate only justified scaffolding,D001;D015;D029;D033,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-154,FR,F15,Provide typed interfaces and contract examples,D014;D029,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-155,FR,F15,Provide executable test and benchmark fixtures,D021;D023;D029,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-156,FR,F15,Generate dependency-ordered vertical stories,D029;D032,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-157,FR,F15,Define a first working vertical-slice plan,D022;D032,UJ-11;UJ-12,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-158,FR,F15,Govern implementation-discovered deltas,D010;D026;D029,UJ-11,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-159,FR,F15,Ingest implementation and certification feedback,D003;D022;D028;D029,UJ-11;UJ-12,NFR-TRACE-001;NFR-TRACE-003;NFR-TEST-001;NFR-PORT-001;NFR-MAINT-001,prd/05-features/F15-development-capsule-handoff.md
FR-160,FR,F16,Inventory V2.1 capabilities and artifacts,D028,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-161,FR,F16,Map V2.1 concepts into the next architecture,D028,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-162,FR,F16,Support baseline and candidate dual compilation,D022;D028,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-163,FR,F16,"Require evidence for retention, adaptation, or deprecation",D028,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-164,FR,F16,Run regression suites at every migration increment,D021;D028,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-165,FR,F16,Define compatibility and alias policy,D028,UJ-11;UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-166,FR,F16,Generate migration and deprecation receipts,D025;D028,UJ-09;UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-167,FR,F16,Prove Release 1 through one complete reference path,D003;D022;D032,UJ-11;UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-168,FR,F16,Limit certification of unproven categories and targets,D004;D032;D033,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-169,FR,F16,Require portfolio evidence for general Builder certification,D022;D032;D033,UJ-12,NFR-COMPAT-001;NFR-COMPAT-002;NFR-REL-001;NFR-EVAL-003;NFR-TRACE-002,prd/05-features/F16-v2-migration-release.md
FR-170,FR,F17,Maintain three versioned target profiles,D004;D006,UJ-01,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-171,FR,F17,Compile the Atomic Content Harness profile,D004;D030;D031,UJ-02;UJ-06,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-172,FR,F17,Compile the Visual Asset Editor profile,D004,UJ-11;UJ-12,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-173,FR,F17,Compile the Delegation Contract profile,D004,UJ-11;UJ-12,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-174,FR,F17,Use target-specific source profiles,D005,UJ-01,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-175,FR,F17,Use target-specific Harness IR profiles,D011,UJ-05,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-176,FR,F17,Use target-specific Genesis decision graphs,D006;D010,UJ-04,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-177,FR,F17,Compile target-specific artifact sets,D029,UJ-11,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-178,FR,F17,Apply target-specific evaluation and authorization gates,D021;D024;D027,UJ-12,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-179,FR,F17,Prevent universal-profile flattening,D004;D033,UJ-05,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-180,FR,F17,Validate cross-target compatibility,D004;D014;D026,UJ-10;UJ-11,NFR-ARCH-001;NFR-CAT-001;NFR-COMPAT-001;NFR-SEC-003;NFR-PORT-002,prd/05-features/F17-three-compilation-targets.md
FR-181,FR,F18,Define the canonical Builder Workflow IR,D006;D011;D013;D014,UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-182,FR,F18,Assign one explicit actor model to every node,D002;D012;D015,UJ-05;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-183,FR,F18,"Model typed nodes, conditions, and feedback edges",D006;D013;D014;D026,UJ-10;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-184,FR,F18,Compile workflows from approved product graphs,D006;D011;D012;D013;D014;D019;D026;D027,UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-185,FR,F18,Maintain a versioned Workflow Profile Registry,D006;D021;D022;D028;D032,UJ-12;UJ-13;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
